Table_Number,Year,Measure,Age,Indigenous_Status,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.3,2021-22,Composition of support provided,All ages,All people,Drug/alcohol counselling,,,Composition of support provided,Clients receiving support services,Drug/alcohol assistance,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.2,1.3,1.2,1.9,0.1,2.7,2.9,0.9,1.3
19A.3,2021-22,Composition of support provided,All ages,All people,Legal/financial services,,,Composition of support provided,Clients receiving support services,Legal/financial services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,2.1,2.9,3.5,1.8,2.4,8.2,5.7,2.5
19A.3,2021-22,Composition of support provided,All ages,All people,Immigration/cultural services,,,Composition of support provided,Clients receiving support services,Immigration/cultural services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.9,4.3,2.7,15.1,5.5,0.8,7.4,9.5,5.4
19A.3,2021-22,Composition of support provided,All ages,All people,Domestic/family violence services,,,Composition of support provided,Clients receiving support services,Domestic/family violence services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,18.9,31.4,17.3,30.5,21.9,7.3,16.5,37.9,24.8
19A.3,2021-22,Composition of support provided,All ages,All people,Other specialist services,,,Composition of support provided,Clients receiving support services,Other specialist services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,16.1,10.8,11.1,15.8,9.0,12.8,20.6,16.2,12.7
19A.3,2021-22,Composition of support provided,All ages,All people,General services,,,Composition of support provided,Clients receiving support services,General services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.1,80.3,89.9,92.7,99.6,91.5,93.7,89.1,87.8
19A.3,2021-22,Composition of support provided,All ages,All people,,,,Composition of support provided,Total clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,68473.0,101675.0,41587.0,24707.0,18030.0,6977,3811,10096.0,272694.0
19A.3,2021-22,Composition of support provided,All ages,All people,,,,Composition of support provided,Total support days,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,'000 days,7467.0,10110.0,4235.0,1867.0,1840.0,930,693,1023.0,28163.0
19A.3,2021-22,Composition of support provided,All ages,All people,,,,Composition of support provided,Total support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,95783.0,223055.0,60011.0,38738.0,35563.0,14388,5573,15569.0,488680.0
19A.3,2021-22,Composition of support provided,All ages,All people,,,,Composition of support provided,Total closed support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,75660.0,196523.0,48295.0,33536.0,29069.0,11786,3678,12769.0,411316.0
19A.3,2020-21,Composition of support provided,All ages,All people,Accommodation/accommodation related assistance,,,Composition of support provided,Clients receiving support services,Accommodation/accommodation related assistance,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,23.7,29.8,35.9,49.0,20.6,48.6,38.8,48.7,31.1
19A.3,2020-21,Composition of support provided,All ages,All people,Assistance to sustain housing tenure,,,Composition of support provided,Clients receiving support services,Assistance to sustain housing tenure,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,29.2,27.8,30.8,15.4,25.9,12.2,28.4,19.3,26.6
19A.3,2020-21,Composition of support provided,All ages,All people,Mental health services,,,Composition of support provided,Clients receiving support services,Mental health services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.4,4.3,4.1,4.9,0.2,6.1,7.0,2.8,4.3
19A.3,2020-21,Composition of support provided,All ages,All people,Family/relationship assistance,,,Composition of support provided,Clients receiving support services,Family services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.0,5.1,4.5,7.4,7.3,5.1,13.9,6.9,5.7
19A.3,2020-21,Composition of support provided,All ages,All people,Disability services,,,Composition of support provided,Clients receiving support services,Disability services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.6,0.7,0.7,0.7,0.0,1.0,1.7,0.6,0.6
19A.3,2020-21,Composition of support provided,All ages,All people,Drug/alcohol counselling,,,Composition of support provided,Clients receiving support services,Drug/alcohol assistance,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.6,1.4,1.4,2.3,0.1,2.7,2.4,1.2,1.4
19A.3,2020-21,Composition of support provided,All ages,All people,Legal/financial services,,,Composition of support provided,Clients receiving support services,Legal/financial services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.5,2.2,3.2,3.7,3.0,2.5,6.7,5.3,2.7
19A.3,2020-21,Composition of support provided,All ages,All people,Immigration/cultural services,,,Composition of support provided,Clients receiving support services,Immigration/cultural services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.9,5.0,3.3,21.4,8.2,1.1,6.1,9.4,6.7
19A.3,2020-21,Composition of support provided,All ages,All people,Domestic/family violence services,,,Composition of support provided,Clients receiving support services,Domestic/family violence services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,20.3,35.0,18.3,30.4,22.8,8.2,15.4,38.2,26.7
19A.3,2020-21,Composition of support provided,All ages,All people,Other specialist services,,,Composition of support provided,Clients receiving support services,Other specialist services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,16.8,10.5,13.0,17.4,11.5,12.0,17.8,19.6,13.4
19A.3,2020-21,Composition of support provided,All ages,All people,General services,,,Composition of support provided,Clients receiving support services,General services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.7,80.2,91.3,94.7,99.1,89.2,87.9,91.9,88.1
19A.3,2020-21,Composition of support provided,All ages,All people,,,,Composition of support provided,Total clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,70588.0,105510.0,41227.0,24470.0,18610.0,6567,4012,10122.0,278275.0
19A.3,2020-21,Composition of support provided,All ages,All people,,,,Composition of support provided,Total support days,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,'000 days,7454.0,10118.0,3908.0,1813.0,1936.0,823,674,1019.0,27745.0
19A.3,2020-21,Composition of support provided,All ages,All people,,,,Composition of support provided,Total support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,101314.0,239470.0,60903.0,37838.0,32435.0,13164,5984,15842.0,506950.0
19A.3,2020-21,Composition of support provided,All ages,All people,,,,Composition of support provided,Total closed support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,80669.0,211011.0,49117.0,32564.0,28133.0,10775,4207,12720.0,429196.0
19A.3,2019-20,Composition of support provided,All ages,All people,Accommodation/accommodation related assistance,,,Composition of support provided,Clients receiving support services,Accommodation/accommodation related assistance,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,24.4,25.7,38.0,49.7,20.8,47.1,39.2,43.5,29.7
19A.3,2019-20,Composition of support provided,All ages,All people,Assistance to sustain housing tenure,,,Composition of support provided,Clients receiving support services,Assistance to sustain housing tenure,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,29.2,27.7,30.6,16.4,26.8,14.9,27.0,20.5,26.7
19A.3,2019-20,Composition of support provided,All ages,All people,Mental health services,,,Composition of support provided,Clients receiving support services,Mental health services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.5,3.9,4.2,5.5,0.2,7.9,6.0,2.6,4.2
19A.3,2019-20,Composition of support provided,All ages,All people,Family/relationship assistance,,,Composition of support provided,Clients receiving support services,Family services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.9,5.0,4.4,7.9,6.6,6.5,12.6,5.6,5.6
19A.3,2019-20,Composition of support provided,All ages,All people,Disability services,,,Composition of support provided,Clients receiving support services,Disability services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.6,0.5,0.5,0.5,0.0,1.5,1.4,0.6,0.5
19A.3,2019-20,Composition of support provided,All ages,All people,Drug/alcohol counselling,,,Composition of support provided,Clients receiving support services,Drug/alcohol assistance,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.9,1.3,1.6,2.5,0.1,3.8,1.5,1.6,1.5
19A.3,2019-20,Composition of support provided,All ages,All people,Legal/financial services,,,Composition of support provided,Clients receiving support services,Legal/financial services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.1,2.1,3.9,4.3,3.4,4.3,6.3,4.1,3.0
19A.3,2019-20,Composition of support provided,All ages,All people,Immigration/cultural services,,,Composition of support provided,Clients receiving support services,Immigration/cultural services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.5,4.5,3.4,20.7,6.7,1.1,5.3,9.0,6.4
19A.3,2019-20,Composition of support provided,All ages,All people,Domestic/family violence services,,,Composition of support provided,Clients receiving support services,Domestic/family violence services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,20.3,34.0,21.2,30.2,24.8,9.3,16.1,34.2,27.0
19A.3,2019-20,Composition of support provided,All ages,All people,Other specialist services,,,Composition of support provided,Clients receiving support services,Other specialist services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,17.8,10.1,15.3,18.1,10.7,13.0,16.6,18.1,13.7
19A.3,2019-20,Composition of support provided,All ages,All people,General services,,,Composition of support provided,Clients receiving support services,General services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.8,79.8,92.2,93.8,99.0,92.6,82.3,91.1,87.7
19A.3,2019-20,Composition of support provided,All ages,All people,,,,Composition of support provided,Total clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,70372.0,115306.0,43094.0,24956.0,19218.0,6444,4143,10277.0,290462.0
19A.3,2019-20,Composition of support provided,All ages,All people,,,,Composition of support provided,Total support days,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,'000 days,7122.0,9575.0,3546.0,1617.0,1906.0,776,625,964.0,26132.0
19A.3,2019-20,Composition of support provided,All ages,All people,,,,Composition of support provided,Total support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,100389.0,248153.0,61336.0,37914.0,33102.0,12878,6178,15075.0,515025.0
19A.3,2019-20,Composition of support provided,All ages,All people,,,,Composition of support provided,Total closed support periods,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,80710.0,220927.0,51096.0,33471.0,27119.0,10906,4311,12320.0,440860.0
19A.3,2018-19,Composition of support provided,All ages,All people,Accommodation/accommodation related assistance,,,Composition of support provided,Clients receiving support services,Accommodation/accommodation related assistance,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,24.3,25.0,40.5,46.2,21.8,48.2,38.2,49.1,29.7
19A.3,2018-19,Composition of support provided,All ages,All people,Assistance to sustain housing tenure,,,Composition of support provided,Clients receiving support services,Assistance to sustain housing tenure,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,30.7,27.4,32.2,19.6,24.9,15.6,30.0,21.4,27.5
19A.3,2018-19,Composition of support provided,All ages,All people,Mental health services,,,Composition of support provided,Clients receiving support services,Mental health services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.2,3.6,4.7,5.2,0.2,6.7,4.9,2.7,4.0
