"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.3","2014","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Permanent dwellings; at 30 June","Dwellings","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4632","..","3383","..","1815","283","..","na","","10113"
"18A.3","2014","Descriptive data","All people","All areas","Community housing","","Community housing","Permanent dwellings; at 30 June","Number of Tenancy (Rental) Units","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","26425","14268","11667","6967","5974","4787","610","338","","71036"
"18A.3","2014","Descriptive data","All people","All areas","Community housing","","Community housing","Permanent dwellings; at 30 June","Number of dwellings","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","26254","9980","11660","6018","5702","4720","527","338","","65199"
"18A.3","2014","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Permanent dwellings; at 30 June","Dwellings","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2746","1966","5013","2493","1102","73","..","2152","","15545"
"18A.3","2013","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Permanent dwellings; at 30 June","Dwellings","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2991","1960","4777","2439","1100","62","..","2065","","15394"
"18A.4","2023","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","92124","60635","52059","31647","30092","4863","10265","4601","","286286"
"18A.4","2023","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3604","..","3173","..","1258","160","..","4870","","13065"
"18A.4","2023","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","48328","14916","10949","7490","11953","9393","1465","na","","104494"
"18A.4","2022","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","92613","60639","51684","30892","30323","4897","10302","4664","","286014"
"18A.4","2022","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3986","..","3180","..","1303","161","..","4896","","13526"
"18A.4","2022","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","49151","14567","10443","6273","12011","8978","737","na","","102160"
"18A.4","2022","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2767","1802","6174","3014","638","96","..","1790","","16281"
"18A.4","2021","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","93131","61001","51260","30744","30144","6904","10421","4740","","288345"
"18A.4","2021","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4372","..","3171","..","1295","217","..","4909","","13964"
"18A.4","2021","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","47536","13755","10283","7548","11927","6658","776","na","","98483"
"18A.4","2021","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2671","1640","6846","2905","632","91","..","1803","","16588"
"18A.4","2020","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","93107","61577","50882","31274","30501","6961","10610","4701","","289613"
"18A.4","2020","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4361","..","3182","..","1304","218","..","4767","","13832"
"18A.4","2020","Descriptive data","All people","All areas","Community housing","","Community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","45477","13680","10235","7399","11749","6641","751","na","","95932"
"18A.4","2020","Descriptive data","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2407","1624","6781","3027","633","89","..","1801","","16362"
"18A.4","2019","Descriptive data","All people","All areas","Public housing","","Public housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","96695","62096","50755","31432","30928","6931","10529","4691","","294057"
"18A.4","2019","Descriptive data","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4413","..","3195","..","1336","218","..","4751","","13913"
