"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.3","2017-18","Composition of support provided","All ages","All people","","","","Composition of support provided","Total closed support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","92448","211476","50489","31066","29555","11099","4755","11497","442385"
"19A.4","2021-22","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","33.6","13.8","40.5","62.7","28.6","16.0","22.7","87.0","32.5"
"19A.4","2021-22","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","Services other than accommodation","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","29.0","9.4","33.0","28.5","21.9","14.7","15.3","82.4","22.4"
"19A.4","2021-22","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.9","12.1","38.0","49.7","27.6","16.1","19.8","86.4","28.4"
"19A.4","2021-22","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Clients with met demand","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","19729","11736","15002","11757","4874","1082","746","8331","72808"
"19A.4","2021-22","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","63142","95875","39634","23865","17661","6768","3756","8722","256770"
"19A.4","2021","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Total population at 31 December","","","","Derived from ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","3.6","1.0","4.7","4.1","2.6","5.7","2.0","32.0","3.4"
"19A.4","2020-21","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","32.9","13.6","40.4","64.0","29.0","15.3","20.5","86.3","32.6"
"19A.4","2020-21","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","Services other than accommodation","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","28.3","8.5","32.9","28.2","23.4","14.1","13.2","82.1","21.5"
"19A.4","2020-21","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.3","11.5","37.9","50.9","28.8","15.3","17.5","86.7","28.1"
"19A.4","2020-21","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Clients with met demand","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","20177","11720","14906","12010","5258","963","691","8098","73919"
"19A.4","2020-21","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","65525","100474","39644","23718","18167","6270","3905","8967","263844"
"19A.4","2020","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Total population at 31 December","","","","Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","3.5","1.0","4.7","4.1","2.6","5.6","2.0","31.6","3.4"
"19A.4","2019-20","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.3","12.7","37.8","62.4","27.9","15.7","18.5","84.4","31.4"
"19A.4","2019-20","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","Services other than accommodation","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","27.2","7.4","31.0","25.4","21.3","13.7","11.2","81.6","19.3"
"19A.4","2019-20","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","30.4","10.3","36.2","49.0","28.1","15.6","15.7","86.3","26.7"
"19A.4","2019-20","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Clients with met demand","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","19605","11324","15170","11708","5113","974","602","7368","72195"
"19A.4","2019-20","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","65240","108940","41863","24011","18609","6274","3748","8734","274078"
"19A.4","2019","Access of selected equity groups","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","","Representation of Aboriginal and Torres Strait Islander people among:","Total population at 31 December","","","","Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","3.5","0.9","4.7","4.1","2.6","5.6","1.9","31.5","3.3"
